Gender,Height,Weight,Money
Male,73.847017017515,241.893563180437,21.4627543653071
Male,68.78190404589029,162.3104725213,94.73235844706656
Male,74.11010539178491,212.7408555565,130.07736198619463
Male,71.7309784033377,220.042470303077,214.09606359857986
Male,69.8817958611153,206.349800623871,765.0912453802121
Male,67.2530156878065,152.212155757083,694.1570125912502
Male,68.78508125166161,183.92788860403093,29.682573642119845
Male,68.34851551158789,167.971110489509,1482.3176583773543
Male,67.01894966288299,175.92944039571,735.7136081661931
Male,63.456493978366396,156.399676387112,91.62581567875222
Male,71.1953822829745,186.604925560358,10.453461342031488
Male,71.64080511922059,213.74116948941105,1257.414327175283
Male,64.7663291334055,167.127461073476,33.68267917243854
Male,69.2830700967204,189.446181386738,11.901018245595456
Male,69.2437322298112,186.434168021239,151.65303298405448
Male,67.6456197004212,172.18693005811699,45.685908901914395
Male,72.4183166259878,196.02850633048197,738.3045979320618
Male,63.974325721061,172.88347020877998,1128.5596475734328
Male,69.64005989975229,185.98395757313,239.2240827815887
Male,67.93600485400951,182.426648013226,117.08327592168851
Male,67.9150501938206,174.115929081393,852.8859687014979
Male,69.4394398680395,197.73142161472,438.1657078216024
Male,66.14913196087811,149.173566007975,4.429540347030472
Male,75.20597361422121,228.761780615196,839.3901741755623
Male,67.8931963386043,162.006651848287,101.90799038249793
Male,68.1440327982008,192.343976579187,314.3884088533027
Male,69.0896314289256,184.435174408406,160.52887975359084
Male,72.80084351650031,206.828189420354,1491.8196145485558
Male,67.4212422817167,175.213922399227,1233.570040492597
Male,68.49641535688272,154.34263892595501,0.22126157872841826
Male,68.6181105502058,187.506843155807,76.96303549392665
Male,74.03380762166779,212.910225325521,182.69731343123044
Male,71.5282160355709,195.032243233835,1186.5013249501383
Male,69.1801610995692,205.183621341371,599.5701763358081
Male,69.577202365402,204.164125484101,360.22318095072745
Male,70.4009288884762,192.90351507464905,134.68941073866392
Male,69.0761711675356,197.488242598925,1105.222383512516
Male,67.1935232827228,183.810973232751,0.07318314349615625
Male,65.8073156549306,163.851824878622,65.75190184967873
Male,64.3041878915595,163.108017147583,166.77992386945385
Male,67.9743362271967,172.13559740682499,38.21133258053992
Male,72.18942595921341,194.04540489805905,428.3011936878699
Male,65.2703455240394,168.617746204292,1727.0478436256294
Male,66.09017737627249,161.19343259662202,1773.2286065000255
Male,67.5103215157138,164.660277264007,343.5178830157345
Male,70.1047862551571,188.922303151274,1325.3344685503052
Male,68.25183644086721,187.060552163801,26.369729230110458
Male,72.1727091157973,209.070863390252,0.8018984656777103
Male,69.1798576188774,192.014335412005,759.3959332132698
Male,72.870360147235,211.34249681964002,655.0723630496691
Male,64.7825829779871,165.61162618225,188.26702364362677
Male,70.18354988748371,201.071918099568,111.12249773621254
Male,68.4914502529394,173.42396034660095,23.792383289566526
Male,67.33083088101621,181.407679285937,463.25090640823487
Male,66.9909440825232,169.737707400252,23.002015676836617
Male,66.4995499002499,163.309528309674,1357.8543215196369
Male,68.3530566463988,189.710209942456,4.725804672647963
Male,70.77445907039741,192.124847346168,13.007608479581336
Male,71.2159236694709,198.1984641076,6.946417640299719
Male,70.0133653490674,209.526499837126,1.237528399529035
Male,71.40318222075891,198.75979265985904,170.85717400392042
Male,69.5520050948319,198.07952365443802,2087.0295112025274
Male,73.81853455776991,195.29061218972697,2260.1246070108327
Male,66.99688275225,164.943302997003,580.6621714677393
Male,71.41846589309071,179.863902339297,139.38059443914466
Male,65.27930020900429,155.25042069404898,22.721825660371287
Male,68.2741914742284,184.51939124857398,26.988054822801455
Male,72.7653699463424,220.678041465283,417.06154781330264
Male,68.0993798003468,183.31265530722,1422.330116096572
Male,68.8967060721692,196.451312291183,335.0669873669733
Male,69.2895099633052,184.59560830027303,2397.0178222048744
Male,70.52322452345649,207.532838518544,89.18280604145583
Male,69.6637252265179,177.20092875234798,723.7575373607075
Male,67.5952688079157,163.108002209381,24.55912998431464
Male,72.5081203801037,216.21823011273497,65.34978467279903
Male,71.2529856038086,204.655493822323,31.663660864115574
Male,71.8091868893668,200.920571219495,405.15126856049034
Male,72.24516547925191,220.901769881142,950.9844822392382
Male,66.51262766093471,196.449860340782,160.18683724966616
Male,66.0290340048182,168.640810039015,94.55012342851832
Male,67.57715394273501,181.432713008126,2353.1909475128646
Male,68.2465686016242,198.658673326418,40.00108972313122
Male,73.8261270026308,237.916735863185,21.710775182657223
Male,69.8024643604904,173.04125590923303,880.8259962731968
Male,65.9595777848988,160.683916639879,237.96124822103775
Male,71.0790175757451,188.60291907066602,1244.2254822448667
Male,66.5961965372077,208.34569403510898,0.052012287909217414
Male,68.9515350928246,193.435118452271,463.17429083324487
Male,68.2444617923064,174.10969379062,201.13361006851122
Male,72.3168251228452,197.36858924933497,52.61200308577467
Male,71.81542044953079,201.620666747742,7.096367349902502
Male,65.2370495188386,181.011973240364,943.6944566162482
Male,70.6405300907292,182.12248597866002,195.06955287216635
Male,64.731925597255,177.549263423371,2476.9424836985268
Male,67.1035511824075,164.974580682475,342.00244358374164
Male,65.1174848880457,165.717112190107,1223.0380712342433
Male,71.7012340230177,193.09416354306305,797.3630153589044
Male,66.8328782059274,180.683886970857,751.1126346011309
Male,66.4712752615182,172.773722928412,125.52726905864594
Male,69.41152622060389,177.470616229738,129.4515785279842
Male,70.0521774745245,200.81873731325402,161.59465302170355
Male,66.7436046519631,167.73977534430202,12.314774037375955
Male,66.2743291154144,154.395624779233,18.701377271388143
Male,68.328447992915,177.984728603887,527.43987023107
Male,70.0758881952341,183.93885695678,402.99852257810903
Male,68.73298814873439,179.2047820686,11.561917979882516
Male,67.55605126187601,158.567987385418,541.4360511650169
Male,66.2536325347937,166.50353164294202,979.6416958070126
Male,69.1822026805756,171.98367761195598,217.3651356682715
Male,67.6091049416397,174.36418237859,650.3628364196117
Male,69.2927380218867,187.745351863374,301.6130877886344
Male,68.1906840077038,201.48796238061,399.81033398642165
Male,71.6070857988906,204.92701213680303,781.8869184424806
Male,69.1968575103315,178.685546470181,44.221619238331535
Male,67.2619609790619,164.014427741951,736.5208194093318
Male,73.6851933999998,223.27000441237098,235.93835572138929
Male,69.5372150072948,202.95830626983502,0.8012739227489837
Male,68.3115598414683,189.391785609949,2.8441881808868086
Male,67.7389634664393,178.170555578466,1619.1258830505444
Male,71.70576260110009,223.299335239803,589.0606694621197
Male,63.63226460378671,167.028706658323,108.09487170508449
Male,68.7211984556865,180.46868201187002,895.3333622873645
Male,66.9493416501869,164.439145622362,62.19369420266524
Male,62.7069897353164,149.96961842104201,2.2922758165716317
Male,72.2584089235993,192.910266551722,288.99274491127403
Male,70.90865306266758,201.883998700574,293.4300027606645
Male,67.609843601682,179.868025984495,65.24342918615793
Male,70.8015589556942,196.467724673936,99.04895189669713
Male,69.3047690450735,187.551649491386,550.2312480320186
Male,66.2428983411553,171.69315968571001,814.8517387676034
Male,67.4921929772739,191.69960478432802,166.43184793120346
Male,65.8062482913584,165.850647784905,185.40894996054877
Male,71.4437056615428,185.662741323862,730.5974912779637
Male,68.4644058223141,178.281800729884,100.17038326426743
Male,63.98792460498,150.97905125013398,414.7277928060009
Male,71.00189768584559,209.92932343050398,772.1357112039009
Male,68.1397241925525,174.157804341493,962.9811303969232
Male,68.395400248121,179.87897710233398,408.81754342302776
Male,68.0962197450165,167.747141247633,685.6410360670791
Male,68.14059035592089,183.044660372103,1309.9772305900196
Male,68.8600903087433,169.556820782151,49.992816747201076
Male,66.1488525422307,173.431672660432,820.0492080559493
Male,66.2060320529589,180.88955460941798,46.190889367634526
Male,67.4321202146878,183.508932854723,63.15384026672134
Male,69.47110603124699,205.977910165675,59.946002286942026
Male,70.5158596943462,183.759845192649,435.74104661361747
Male,71.3383760399558,201.95449546666802,328.4080487850498
Male,71.00194476735379,216.120094736912,46.208213400820426
Male,66.202347706273,159.390323744187,376.7763620381296
Male,72.5433070453887,210.336424661861,13.405570090628094
Male,67.4793517580411,178.618350159953,2099.8496620715237
Male,65.3504105558103,146.739797635802,338.3684245877298
Male,70.8440624208882,195.937014974314,0.27115051127315704
Male,69.9384752593112,170.175853813004,140.67538943244153
Male,64.7398154829922,169.65405412118798,32.593833661939165
Male,69.3084028803936,198.378693643572,57.233107426975366
Male,68.8384628598724,179.907716915983,144.28650980125627
Male,61.9373232676829,147.263686501559,858.4200744488254
Male,68.5933355351181,176.984251121287,26.923899417347034
Male,65.2185755780772,185.467788373205,2.0479530226027998
Male,64.3336481069845,177.49380233889,209.6944841249725
Male,68.7489067017398,169.82747741962498,31.393739653363042
Male,72.4896554004081,198.581698249799,988.8795274878784
Male,67.2339309182551,203.350339274846,168.0930219185902
Male,67.263604843261,193.217672687431,54.341679936350474
Male,65.11850428317351,178.134945178843,623.3102841057806
Male,66.2628200381632,162.77958340469,1242.8069662239236
Male,67.70167965962729,159.286510598869,386.3590018098398
Male,65.530695966695,172.114311951227,415.3124606985193
Male,69.8689698092041,201.837042594883,228.07090432005
Male,68.481875364733,170.352329550626,16.948532979320074
Male,72.2139633457195,205.38976070863097,455.00215749767096
Male,68.1795326940723,169.787768075943,483.1459122362645
Male,71.9812065428705,200.437310528735,14.781091548834898
Male,66.0651367327304,178.58895403720402,1131.0186491834052
Male,66.6561641698185,168.014029738329,119.38492018496687
Male,67.5994241952902,177.76642583994598,406.8324787408511
Male,68.245944093831,193.27762399954202,47.57160859461264
Male,64.808621440717,162.379540639612,293.4282027654165
Male,67.4922182698406,183.383824391458,18.970638987875287
Male,68.18073070686539,181.056095285359,1046.741573711329
Male,69.553384902902,210.871798957101,709.3483986421112
Male,66.4022496683603,165.568499073011,0.03745284096044539
Male,66.5921571146877,196.14844984622897,210.69343994926294
Male,71.93588658284821,202.04642515191898,108.74061536691298
Male,68.2870417278818,170.413602496365,364.0167566692728
Male,69.95545119516379,201.948085296608,23.092427291431704
Male,71.8511291454027,193.386984552842,965.4241364426747
Male,65.75549864067371,179.855689615225,625.3879390434229
Male,67.03185207898281,156.489934998191,26.031700318412934
Male,76.7098348578592,235.03541882002202,0.09621649565725315
Male,72.57112137129579,230.560534959742,47.27089823202119
Male,69.72880489736711,203.895654986365,359.3750562395169
Male,72.799224004586,218.21639663901402,2063.4353333669405
Male,72.5393540719418,222.667177921523,230.56102710907004
Male,72.2947433844169,208.474865890573,5.278619945555695
Male,67.2533248158638,180.779780013772,431.948561221648
Male,75.9444603760016,231.92474850911,656.604850430217
Male,66.3162319187446,170.59385810445698,402.6016126114624
Male,71.15605349004359,188.27145628834703,55.704635395311904
Male,71.1922022869477,196.061529163376,27.894126274045185
Male,72.1975120071642,214.603584170431,686.4548514399232
Male,75.1408214339315,224.12427132956,687.6271143047352
Male,64.4115293597211,158.57939732338698,571.524866032851
Male,64.7344243580774,166.501114745286,1.5528092785046024
Male,63.4145871379546,160.140615622405,10.555661545020289
Male,67.8486652335686,176.17263425458302,294.77705761089186
Male,65.9317848288,174.48529466645095,0.8058634846351261
Male,70.96655043634259,193.906498798923,51.25525777993125
Male,67.5807472772935,186.991606706801,425.0426944897419
Male,68.589270437901,173.595796099507,2.247566842399763
Male,70.3247534441504,193.34656030399103,9.046726183820063
Male,72.3944804051075,208.436509038226,1436.0185170580444
